Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
"10.536,00","397,50","160,97","83,70","0,85","10.711,00","0,68",Osmancik
"11.933,00","430,87","178,96","85,47","0,88","12.118,00","0,80",Osmancik
"11.512,00","414,60","166,64","88,63","0,85","11.700,00","0,77",Osmancik
"10.608,00","404,69","161,59","85,35","0,85","10.895,00","0,71",Osmancik
"10.061,00","393,38","160,88","80,61","0,87","10.242,00","0,62",Osmancik
"9.251,00","375,61","151,82","79,26","0,85","9.431,00","0,63",Osmancik
"11.088,00","421,16","169,42","85,38","0,86","11.373,00","0,75",Osmancik
"10.360,00","404,33","165,86","81,20","0,87","10.556,00","0,68",Osmancik
"11.857,00","434,09","175,61","87,41","0,87","12.176,00","0,61",Osmancik
"11.186,00","416,67","166,88","86,71","0,85","11.537,00","0,76",Osmancik
"11.112,00","429,65","172,43","83,92","0,87","11.472,00","0,61",Osmancik
"12.260,00","453,57","193,16","81,18","0,91","12.508,00","0,57",Osmancik
"11.599,00","431,06","172,00","86,99","0,86","11.913,00","0,78",Osmancik
"11.531,00","445,74","187,98","79,08","0,91","11.918,00","0,61",Osmancik
"11.786,00","424,62","171,84","88,34","0,86","11.946,00","0,62",Osmancik
"11.003,00","417,06","168,23","85,02","0,86","11.270,00","0,61",Osmancik
"11.973,00","438,15","178,09","87,27","0,87","12.367,00","0,63",Osmancik
"10.187,00","409,36","170,06","77,55","0,89","10.391,00","0,69",Osmancik
"11.746,00","436,95","185,25","81,15","0,90","11.926,00","0,59",Osmancik
"12.163,00","435,50","178,54","87,81","0,87","12.443,00","0,79",Osmancik
"11.422,00","419,91","168,03","88,29","0,85","11.687,00","0,62",Osmancik
"10.971,00","407,36","167,40","84,58","0,86","11.108,00","0,74",Osmancik
"9.441,00","384,34","164,23","73,38","0,89","9.566,00","0,72",Osmancik
"10.925,00","437,26","181,59","77,66","0,90","11.231,00","0,78",Osmancik
"11.710,00","424,49","173,79","86,50","0,87","11.880,00","0,73",Osmancik
"11.337,00","417,27","174,46","83,51","0,88","11.477,00","0,82",Osmancik
"11.681,00","431,23","183,80","81,17","0,90","11.857,00","0,59",Osmancik
"11.465,00","434,14","180,84","82,00","0,89","11.727,00","0,65",Osmancik
"12.183,00","450,67","189,07","83,81","0,90","12.432,00","0,81",Osmancik
"12.008,00","440,52","185,99","83,02","0,89","12.227,00","0,70",Osmancik
"10.985,00","419,53","171,95","83,11","0,88","11.253,00","0,59",Osmancik
"10.979,00","417,36","175,87","80,28","0,89","11.146,00","0,67",Osmancik
"10.928,00","408,86","168,13","83,06","0,87","11.113,00","0,63",Osmancik
"10.409,00","391,58","159,82","83,15","0,85","10.549,00","0,65",Osmancik
"11.961,00","445,05","182,44","85,09","0,88","12.370,00","0,61",Osmancik
"10.351,00","409,00","168,57","78,96","0,88","10.526,00","0,59",Osmancik
"12.225,00","436,48","172,73","91,47","0,85","12.537,00","0,65",Osmancik
"11.550,00","420,84","172,54","85,41","0,87","11.734,00","0,69",Osmancik
"10.389,00","403,04","164,52","81,01","0,87","10.664,00","0,61",Osmancik
"11.240,00","438,51","186,48","77,60","0,91","11.492,00","0,57",Osmancik
"12.019,00","439,73","180,44","85,93","0,88","12.346,00","0,70",Osmancik
"11.210,00","428,89","181,87","79,41","0,90","11.456,00","0,63",Osmancik
"11.184,00","419,48","172,62","83,55","0,88","11.347,00","0,61",Osmancik
"10.550,00","404,30","160,47","85,45","0,85","10.846,00","0,78",Osmancik
"11.544,00","421,85","170,35","87,42","0,86","11.800,00","0,66",Osmancik
"12.743,00","449,23","180,94","90,81","0,86","13.044,00","0,62",Osmancik
"12.711,00","458,73","188,32","86,86","0,89","13.092,00","0,58",Osmancik
"11.545,00","427,62","167,41","89,45","0,85","11.925,00","0,63",Osmancik
"11.253,00","422,88","173,48","84,13","0,87","11.556,00","0,75",Osmancik
"9.216,00","384,34","163,29","72,26","0,90","9.352,00","0,62",Osmancik
"11.814,00","428,01","175,58","86,32","0,87","12.000,00","0,78",Osmancik
"9.677,00","390,62","160,35","77,40","0,88","9.913,00","0,77",Osmancik
"12.010,00","428,14","171,22","90,10","0,85","12.222,00","0,67",Osmancik
"11.016,00","416,90","174,63","81,19","0,89","11.149,00","0,59",Osmancik
"12.152,00","454,21","198,90","78,32","0,92","12.338,00","0,79",Osmancik
"10.870,00","409,49","169,21","82,10","0,87","11.030,00","0,67",Osmancik
"10.546,00","428,55","179,60","77,15","0,90","10.893,00","0,60",Osmancik
"10.673,00","404,14","162,79","84,20","0,86","10.869,00","0,74",Osmancik
"10.000,00","415,27","180,15","71,01","0,92","10.176,00","0,54",Osmancik
"11.486,00","420,85","175,26","83,86","0,88","11.615,00","0,78",Osmancik
"12.610,00","454,69","185,65","87,93","0,88","12.934,00","0,60",Osmancik
"11.973,00","436,18","177,13","87,46","0,87","12.197,00","0,60",Osmancik
"11.285,00","425,76","175,42","82,95","0,88","11.525,00","0,75",Osmancik
"11.588,00","428,73","172,88","86,26","0,87","11.777,00","0,61",Osmancik
"12.895,00","461,58","189,03","88,76","0,88","13.267,00","0,77",Osmancik
"12.152,00","447,92","185,25","85,79","0,89","12.449,00","0,58",Osmancik
"9.447,00","407,09","173,82","70,09","0,92","9.698,00","0,58",Osmancik
"11.700,00","436,93","179,57","83,98","0,88","11.980,00","0,74",Osmancik
"11.783,00","429,39","172,84","88,31","0,86","12.031,00","0,73",Osmancik
"12.070,00","432,87","177,19","87,38","0,87","12.283,00","0,76",Osmancik
"11.790,00","444,34","184,42","82,45","0,89","12.103,00","0,60",Osmancik
"10.962,00","415,00","170,10","82,89","0,87","11.152,00","0,62",Osmancik
"11.587,00","423,19","168,64","88,73","0,85","11.826,00","0,61",Osmancik
"10.965,00","416,63","171,81","82,71","0,88","11.167,00","0,66",Osmancik
"12.093,00","440,44","176,48","88,96","0,86","12.421,00","0,62",Osmancik
"11.303,00","422,20","168,06","87,13","0,86","11.569,00","0,76",Osmancik
"11.165,00","424,16","174,63","82,32","0,88","11.467,00","0,64",Osmancik
"12.743,00","442,73","181,14","90,30","0,87","12.899,00","0,73",Osmancik
"10.697,00","407,81","168,22","81,62","0,87","10.824,00","0,60",Osmancik
"11.115,00","424,73","177,79","80,54","0,89","11.318,00","0,73",Osmancik
"11.251,00","422,12","171,55","84,84","0,87","11.538,00","0,76",Osmancik
"10.443,00","406,53","164,57","81,96","0,87","10.722,00","0,77",Osmancik
"11.359,00","420,87","170,85","85,42","0,87","11.580,00","0,62",Osmancik
"12.465,00","445,07","177,53","91,51","0,86","12.882,00","0,76",Osmancik
"12.500,00","444,85","182,48","88,28","0,88","12.734,00","0,67",Osmancik
"11.529,00","420,46","168,26","88,49","0,85","11.748,00","0,71",Osmancik
"11.481,00","419,07","170,33","86,68","0,86","11.674,00","0,74",Osmancik
"11.760,00","432,53","176,14","86,02","0,87","12.055,00","0,63",Osmancik
"13.344,00","469,53","196,69","87,38","0,90","13.609,00","0,60",Osmancik
"11.044,00","420,22","165,99","87,13","0,85","11.328,00","0,61",Osmancik
"10.705,00","414,33","169,65","81,66","0,88","10.882,00","0,77",Osmancik
"10.697,00","408,84","163,88","84,59","0,86","10.995,00","0,76",Osmancik
"10.735,00","421,49","172,78","80,17","0,89","11.021,00","0,78",Osmancik
"11.706,00","428,55","175,85","85,55","0,87","11.944,00","0,62",Osmancik
"13.443,00","469,45","196,64","87,98","0,89","13.686,00","0,57",Osmancik
"10.955,00","419,99","172,93","81,47","0,88","11.147,00","0,61",Osmancik
"12.915,00","456,14","181,75","92,10","0,86","13.284,00","0,61",Osmancik
"9.945,00","396,71","166,42","76,66","0,89","10.085,00","0,60",Osmancik
"10.121,00","405,71","168,88","77,09","0,89","10.373,00","0,74",Osmancik
"11.445,00","426,18","172,98","86,00","0,87","11.734,00","0,61",Osmancik
"11.601,00","435,56","187,09","79,53","0,91","11.757,00","0,72",Osmancik
"11.358,00","421,82","171,42","85,98","0,87","11.637,00","0,64",Osmancik
"11.184,00","416,92","171,38","83,96","0,87","11.349,00","0,65",Osmancik
"10.993,00","422,52","174,54","80,97","0,89","11.179,00","0,66",Osmancik
"12.876,00","445,76","177,98","93,84","0,85","13.200,00","0,73",Osmancik
"11.393,00","428,28","177,33","82,81","0,88","11.627,00","0,69",Osmancik
"9.975,00","393,19","161,06","79,77","0,87","10.162,00","0,77",Osmancik
"12.473,00","440,93","180,65","88,56","0,87","12.673,00","0,63",Osmancik
"11.593,00","442,67","189,77","78,48","0,91","11.806,00","0,63",Osmancik
"10.788,00","402,33","160,87","86,55","0,84","10.961,00","0,76",Osmancik
"9.322,00","385,42","157,35","76,35","0,87","9.566,00","0,64",Osmancik
"10.819,00","409,15","164,46","84,92","0,86","10.988,00","0,72",Osmancik
"11.669,00","417,84","170,13","87,81","0,86","11.847,00","0,77",Osmancik
"13.029,00","460,42","184,95","91,33","0,87","13.410,00","0,76",Osmancik
"9.495,00","386,59","160,57","75,86","0,88","9.640,00","0,67",Osmancik
"10.645,00","417,80","172,54","79,69","0,89","10.838,00","0,61",Osmancik
"10.880,00","394,64","153,79","90,99","0,81","11.057,00","0,75",Osmancik
"12.198,00","440,20","180,96","86,97","0,88","12.412,00","0,60",Osmancik
"12.309,00","434,38","179,00","88,10","0,87","12.462,00","0,68",Osmancik
"12.067,00","438,88","177,98","87,74","0,87","12.423,00","0,67",Osmancik
"11.422,00","429,20","178,56","82,39","0,89","11.668,00","0,69",Osmancik
"10.293,00","413,29","171,64","77,05","0,89","10.560,00","0,59",Osmancik
"12.715,00","462,62","197,49","82,39","0,91","12.924,00","0,68",Osmancik
"11.993,00","427,54","168,50","91,96","0,84","12.286,00","0,64",Osmancik
"11.932,00","436,76","178,32","86,79","0,87","12.152,00","0,60",Osmancik
"12.282,00","430,76","173,74","90,92","0,85","12.484,00","0,66",Osmancik
"10.638,00","407,21","168,55","81,19","0,88","10.834,00","0,68",Osmancik
"11.578,00","431,51","181,23","82,67","0,89","11.747,00","0,62",Osmancik
"11.944,00","424,55","171,62","89,76","0,85","12.177,00","0,63",Osmancik
"10.074,00","397,40","166,99","77,15","0,89","10.249,00","0,70",Osmancik
"11.247,00","418,08","174,80","82,58","0,88","11.407,00","0,79",Osmancik
"11.562,00","424,97","174,39","85,49","0,87","11.739,00","0,76",Osmancik
"12.989,00","450,24","182,64","91,99","0,86","13.259,00","0,64",Osmancik
"12.558,00","453,23","192,46","84,11","0,90","12.747,00","0,79",Osmancik
"7.551,00","369,06","163,41","59,53","0,93","7.723,00","0,76",Osmancik
"11.353,00","418,51","166,99","87,75","0,85","11.587,00","0,64",Osmancik
"9.371,00","394,43","169,18","70,86","0,91","9.528,00","0,78",Osmancik
"10.878,00","410,72","168,80","82,69","0,87","11.079,00","0,69",Osmancik
"11.322,00","415,89","169,72","85,80","0,86","11.512,00","0,61",Osmancik
"10.586,00","423,75","181,40","75,15","0,91","10.760,00","0,79",Osmancik
"11.428,00","418,61","168,18","87,30","0,85","11.589,00","0,63",Osmancik
"9.908,00","401,00","170,60","74,51","0,90","10.075,00","0,59",Osmancik
"12.273,00","441,19","182,10","86,59","0,88","12.469,00","0,62",Osmancik
"10.482,00","402,52","164,54","82,03","0,87","10.679,00","0,62",Osmancik
"12.228,00","441,16","176,11","90,81","0,86","12.587,00","0,69",Osmancik
"12.074,00","435,08","181,39","85,69","0,88","12.257,00","0,70",Osmancik
"9.360,00","399,39","171,01","70,23","0,91","9.533,00","0,69",Osmancik
"11.447,00","419,62","163,92","91,27","0,83","11.831,00","0,73",Osmancik
"10.949,00","417,41","168,08","84,67","0,86","11.280,00","0,62",Osmancik
"13.808,00","466,78","190,81","93,23","0,87","14.023,00","0,62",Osmancik
"12.261,00","457,51","201,02","78,16","0,92","12.431,00","0,81",Osmancik
"11.496,00","440,47","185,72","79,86","0,90","11.759,00","0,75",Osmancik
"10.638,00","407,66","166,21","82,36","0,87","10.912,00","0,65",Osmancik
"11.835,00","418,71","168,21","90,16","0,84","12.025,00","0,67",Osmancik
"10.083,00","402,93","169,03","76,98","0,89","10.283,00","0,64",Osmancik
"12.780,00","437,03","175,12","93,66","0,84","12.940,00","0,71",Osmancik
"12.802,00","457,66","192,06","85,54","0,90","13.001,00","0,76",Osmancik
"10.589,00","439,71","191,70","71,42","0,93","10.817,00","0,51",Osmancik
"11.502,00","429,74","178,26","83,29","0,88","11.715,00","0,77",Osmancik
"12.415,00","439,00","181,11","88,23","0,87","12.586,00","0,60",Osmancik
"14.217,00","472,32","196,74","92,90","0,88","14.426,00","0,60",Osmancik
"10.842,00","434,27","179,43","79,01","0,90","11.251,00","0,55",Osmancik
"12.003,00","433,52","178,55","86,43","0,88","12.171,00","0,77",Osmancik
"11.630,00","425,52","173,10","87,19","0,86","11.766,00","0,78",Osmancik
"12.267,00","429,69","171,37","92,46","0,84","12.520,00","0,78",Osmancik
"10.297,00","397,13","160,83","82,36","0,86","10.488,00","0,78",Osmancik
"10.821,00","418,00","176,56","79,09","0,89","10.986,00","0,59",Osmancik
"11.393,00","415,80","164,91","88,90","0,84","11.638,00","0,70",Osmancik
"11.901,00","436,14","174,57","88,45","0,86","12.172,00","0,58",Osmancik
"11.759,00","429,34","169,33","89,80","0,85","12.011,00","0,67",Osmancik
"12.573,00","444,96","180,37","89,74","0,87","12.827,00","0,66",Osmancik
"12.325,00","454,05","192,70","82,55","0,90","12.583,00","0,79",Osmancik
"13.443,00","459,73","188,01","92,69","0,87","13.707,00","0,74",Osmancik
"12.171,00","431,95","174,38","90,05","0,86","12.366,00","0,62",Osmancik
"13.580,00","460,55","192,76","90,22","0,88","13.753,00","0,79",Osmancik
"11.681,00","422,05","174,09","85,92","0,87","11.832,00","0,61",Osmancik
"12.110,00","421,95","164,97","94,69","0,82","12.319,00","0,66",Osmancik
"12.666,00","453,68","191,36","85,14","0,90","12.866,00","0,67",Osmancik
"11.623,00","427,47","178,89","83,56","0,88","11.798,00","0,63",Osmancik
"10.727,00","406,45","168,96","81,32","0,88","10.868,00","0,80",Osmancik
"13.683,00","461,57","189,25","93,11","0,87","13.944,00","0,63",Osmancik
"14.142,00","470,71","180,70","101,76","0,83","14.709,00","0,70",Osmancik
"12.808,00","466,92","197,17","83,79","0,91","13.186,00","0,54",Osmancik
"13.923,00","462,70","189,53","94,53","0,87","14.186,00","0,73",Osmancik
"11.488,00","416,38","170,40","86,14","0,86","11.663,00","0,75",Osmancik
"13.347,00","461,87","193,53","88,69","0,89","13.536,00","0,78",Osmancik
"9.741,00","430,56","180,07","71,17","0,92","10.204,00","0,76",Osmancik
"12.708,00","437,45","174,36","93,85","0,84","12.893,00","0,64",Osmancik
"12.448,00","443,97","187,10","85,65","0,89","12.621,00","0,63",Osmancik
"10.719,00","418,67","175,01","78,83","0,89","10.983,00","0,64",Osmancik
"11.353,00","418,76","169,48","86,20","0,86","11.510,00","0,62",Osmancik
"12.382,00","453,60","190,13","83,85","0,90","12.605,00","0,64",Osmancik
"12.657,00","455,18","189,77","85,69","0,89","12.926,00","0,77",Osmancik
"11.232,00","427,43","180,44","80,57","0,89","11.424,00","0,60",Osmancik
"11.206,00","427,14","171,68","84,99","0,87","11.588,00","0,61",Osmancik
"12.278,00","453,69","184,05","86,66","0,88","12.601,00","0,63",Osmancik
"12.547,00","434,94","174,38","92,45","0,85","12.856,00","0,78",Osmancik
"10.910,00","445,27","190,25","73,88","0,92","11.229,00","0,63",Osmancik
"10.213,00","430,04","187,31","69,94","0,93","10.392,00","0,56",Osmancik
"12.557,00","443,01","177,73","91,60","0,86","12.896,00","0,64",Osmancik
"12.193,00","436,29","182,63","85,26","0,88","12.336,00","0,68",Osmancik
"10.577,00","402,17","162,59","83,96","0,86","10.771,00","0,76",Osmancik
"12.095,00","444,03","186,07","83,81","0,89","12.290,00","0,70",Osmancik
"11.879,00","446,14","187,91","81,59","0,90","12.095,00","0,65",Osmancik
"12.784,00","448,35","186,12","88,23","0,88","12.937,00","0,60",Osmancik
"13.172,00","450,29","178,62","95,82","0,84","13.499,00","0,64",Osmancik
"12.532,00","454,07","186,86","87,04","0,88","12.888,00","0,63",Osmancik
"11.962,00","429,18","175,89","87,97","0,87","12.152,00","0,79",Osmancik
"12.890,00","462,80","190,34","87,72","0,89","13.227,00","0,59",Osmancik
"13.328,00","462,26","187,23","91,64","0,87","13.606,00","0,61",Osmancik
"11.811,00","427,75","170,10","89,35","0,85","12.066,00","0,65",Osmancik
"13.426,00","460,23","187,67","91,78","0,87","13.666,00","0,65",Osmancik
"11.511,00","438,97","182,59","81,36","0,90","11.806,00","0,66",Osmancik
"11.810,00","444,35","187,81","80,47","0,90","11.977,00","0,57",Osmancik
"12.974,00","460,30","192,93","86,72","0,89","13.232,00","0,60",Osmancik
"12.726,00","455,35","188,78","86,94","0,89","13.010,00","0,77",Osmancik
"11.644,00","444,63","186,58","80,91","0,90","11.850,00","0,61",Osmancik
"12.317,00","442,81","179,34","88,76","0,87","12.589,00","0,66",Osmancik
"11.711,00","423,94","175,12","85,91","0,87","11.866,00","0,81",Osmancik
"12.604,00","452,73","182,72","89,78","0,87","12.945,00","0,74",Osmancik
"11.929,00","439,90","177,01","87,95","0,87","12.262,00","0,59",Osmancik
"10.911,00","424,56","173,75","81,32","0,88","11.135,00","0,65",Osmancik
"11.585,00","428,37","171,56","87,44","0,86","11.939,00","0,61",Osmancik
"11.492,00","419,30","165,43","89,53","0,84","11.747,00","0,79",Osmancik
"12.434,00","450,50","176,91","91,68","0,86","12.847,00","0,61",Osmancik
"12.503,00","446,31","177,34","91,16","0,86","12.777,00","0,63",Osmancik
"11.665,00","430,44","172,60","87,71","0,86","11.972,00","0,61",Osmancik
"11.183,00","414,35","170,65","83,88","0,87","11.321,00","0,62",Osmancik
"11.850,00","440,86","178,62","86,17","0,88","12.201,00","0,78",Osmancik
"13.410,00","464,78","186,43","93,29","0,87","13.894,00","0,72",Osmancik
"11.031,00","421,29","172,67","82,60","0,88","11.298,00","0,73",Osmancik
"11.757,00","441,24","182,60","82,92","0,89","11.967,00","0,60",Osmancik
"11.199,00","421,04","170,69","85,02","0,87","11.405,00","0,80",Osmancik
"10.326,00","427,73","174,47","77,73","0,90","10.691,00","0,61",Osmancik
"12.831,00","446,63","181,87","90,23","0,87","13.061,00","0,67",Osmancik
"12.085,00","431,21","168,88","92,55","0,84","12.279,00","0,70",Osmancik
"13.012,00","466,12","196,23","85,12","0,90","13.242,00","0,58",Osmancik
"9.236,00","394,34","160,93","74,25","0,89","9.465,00","0,58",Osmancik
"11.679,00","417,83","170,57","87,64","0,86","11.853,00","0,79",Osmancik
"11.145,00","421,24","170,03","84,58","0,87","11.376,00","0,64",Osmancik
"14.414,00","476,32","194,86","94,99","0,87","14.664,00","0,66",Osmancik
"12.876,00","448,44","179,54","92,55","0,86","13.229,00","0,70",Osmancik
"11.840,00","432,38","175,84","86,65","0,87","12.032,00","0,63",Osmancik
"10.457,00","402,06","157,96","85,70","0,84","10.719,00","0,68",Osmancik
"11.243,00","419,03","168,21","86,01","0,86","11.421,00","0,64",Osmancik
"11.080,00","424,77","175,18","81,34","0,89","11.337,00","0,58",Osmancik
"12.908,00","462,21","185,85","89,39","0,88","13.199,00","0,73",Osmancik
"12.308,00","436,64","174,94","90,62","0,86","12.544,00","0,69",Osmancik
"11.831,00","428,70","167,42","92,25","0,83","12.116,00","0,77",Osmancik
"12.025,00","447,23","184,91","84,15","0,89","12.373,00","0,65",Osmancik
"12.758,00","451,37","180,74","91,56","0,86","13.170,00","0,65",Osmancik
"10.702,00","409,27","160,70","85,87","0,85","10.990,00","0,69",Osmancik
"11.732,00","441,12","176,48","86,19","0,87","12.076,00","0,64",Osmancik
"11.898,00","420,78","166,08","92,48","0,83","12.133,00","0,76",Osmancik
"10.187,00","404,97","160,23","82,33","0,86","10.489,00","0,62",Osmancik
"12.205,00","438,36","174,44","90,33","0,86","12.491,00","0,62",Osmancik
"14.186,00","490,71","198,14","92,54","0,88","14.721,00","0,59",Osmancik
"10.497,00","417,51","169,24","80,12","0,88","10.753,00","0,58",Osmancik
"11.884,00","434,84","172,13","89,21","0,86","12.184,00","0,63",Osmancik
"10.952,00","421,11","176,87","79,62","0,89","11.105,00","0,58",Osmancik
"12.792,00","443,73","179,13","92,19","0,86","13.044,00","0,79",Osmancik
"12.512,00","454,51","186,95","86,58","0,89","12.817,00","0,57",Osmancik
"11.814,00","424,53","172,86","87,36","0,86","11.970,00","0,74",Osmancik
"12.376,00","455,73","188,82","85,17","0,89","12.702,00","0,56",Osmancik
"10.917,00","420,91","176,43","80,18","0,89","11.128,00","0,66",Osmancik
"12.293,00","445,69","181,88","87,03","0,88","12.524,00","0,78",Osmancik
"11.191,00","431,06","184,31","78,08","0,91","11.358,00","0,79",Osmancik
"12.364,00","442,86","175,36","91,61","0,85","12.679,00","0,62",Osmancik
"10.651,00","411,00","167,18","82,51","0,87","10.893,00","0,68",Osmancik
"11.515,00","425,50","177,84","83,03","0,88","11.672,00","0,81",Osmancik
"12.670,00","462,91","190,21","86,22","0,89","13.047,00","0,71",Osmancik
"13.166,00","465,97","195,91","86,01","0,90","13.383,00","0,66",Osmancik
"11.501,00","428,50","180,49","81,41","0,89","11.676,00","0,68",Osmancik
"11.303,00","423,95","173,84","83,38","0,88","11.527,00","0,62",Osmancik
"11.508,00","429,20","178,31","83,02","0,88","11.772,00","0,79",Osmancik
"12.502,00","431,31","172,90","92,57","0,84","12.679,00","0,81",Osmancik
"10.296,00","415,75","172,33","77,06","0,89","10.514,00","0,61",Osmancik
"11.299,00","429,44","174,44","84,42","0,88","11.663,00","0,61",Osmancik
"10.231,00","404,36","159,64","82,99","0,85","10.640,00","0,63",Osmancik
"11.097,00","436,14","182,74","78,44","0,90","11.472,00","0,63",Osmancik
"9.127,00","381,88","160,80","72,84","0,89","9.260,00","0,59",Osmancik
"11.014,00","413,44","165,75","86,55","0,85","11.182,00","0,58",Osmancik
"12.709,00","446,20","180,20","90,74","0,86","12.958,00","0,63",Osmancik
"13.154,00","451,56","179,95","94,31","0,85","13.428,00","0,65",Osmancik
"14.104,00","467,80","189,49","95,65","0,86","14.409,00","0,79",Osmancik
"12.906,00","449,79","180,68","92,47","0,86","13.278,00","0,64",Osmancik
"10.533,00","411,01","168,52","80,83","0,88","10.834,00","0,64",Osmancik
"12.416,00","441,93","175,21","91,56","0,85","12.738,00","0,63",Osmancik
"9.802,00","412,37","176,17","71,48","0,91","9.991,00","0,57",Osmancik
"13.003,00","478,59","197,88","85,53","0,90","13.402,00","0,59",Osmancik
"10.148,00","408,23","168,73","77,14","0,89","10.409,00","0,58",Osmancik
"10.085,00","404,68","168,40","77,30","0,89","10.342,00","0,57",Osmancik
"10.462,00","415,77","169,77","80,69","0,88","10.789,00","0,75",Osmancik
"11.459,00","435,45","175,31","85,23","0,87","11.833,00","0,58",Osmancik
"12.408,00","437,01","179,74","88,83","0,87","12.598,00","0,64",Osmancik
"10.949,00","420,17","176,25","79,89","0,89","11.132,00","0,58",Osmancik
"11.241,00","417,16","169,25","85,46","0,86","11.390,00","0,63",Osmancik
"11.937,00","427,33","172,93","88,59","0,86","12.111,00","0,77",Osmancik
"9.994,00","406,64","173,10","74,47","0,90","10.123,00","0,81",Osmancik
"11.203,00","424,80","176,50","82,42","0,88","11.406,00","0,58",Osmancik
"12.311,00","446,18","182,65","86,83","0,88","12.608,00","0,69",Osmancik
"11.999,00","440,67","176,70","88,94","0,86","12.483,00","0,65",Osmancik
"11.029,00","415,05","176,21","80,01","0,89","11.182,00","0,63",Osmancik
"10.527,00","403,35","163,07","83,84","0,86","10.725,00","0,64",Osmancik
"12.271,00","443,79","179,84","87,74","0,87","12.510,00","0,62",Osmancik
"11.623,00","424,36","167,40","90,13","0,84","11.990,00","0,76",Osmancik
"11.549,00","432,62","170,76","88,05","0,86","11.910,00","0,62",Osmancik
"11.872,00","429,54","180,08","84,38","0,88","12.041,00","0,64",Osmancik
"11.717,00","430,92","174,64","86,09","0,87","11.948,00","0,65",Osmancik
"11.543,00","428,60","175,37","85,06","0,87","11.859,00","0,67",Osmancik
"9.598,00","397,00","172,01","72,28","0,91","9.766,00","0,80",Osmancik
"11.770,00","429,24","177,58","85,31","0,88","11.938,00","0,59",Osmancik
"10.481,00","413,72","174,16","77,66","0,90","10.648,00","0,81",Osmancik
"11.318,00","427,76","175,57","83,88","0,88","11.628,00","0,59",Osmancik
"10.871,00","416,54","171,44","82,23","0,88","11.156,00","0,60",Osmancik
"10.453,00","411,45","175,73","76,62","0,90","10.589,00","0,81",Osmancik
"11.087,00","432,38","177,50","80,54","0,89","11.380,00","0,59",Osmancik
"12.593,00","432,18","171,48","93,93","0,84","12.785,00","0,66",Osmancik
"9.878,00","406,98","169,37","74,98","0,90","10.098,00","0,58",Osmancik
"11.734,00","430,28","181,89","82,56","0,89","11.875,00","0,80",Osmancik
"11.835,00","431,03","180,46","84,14","0,88","12.016,00","0,63",Osmancik
"11.699,00","434,89","178,23","85,45","0,88","12.005,00","0,59",Osmancik
"10.921,00","425,01","175,64","80,61","0,89","11.271,00","0,77",Osmancik
"12.544,00","437,27","175,67","91,52","0,85","12.753,00","0,79",Osmancik
"10.662,00","415,27","172,58","79,81","0,89","10.945,00","0,73",Osmancik
"10.984,00","417,00","171,72","82,51","0,88","11.199,00","0,75",Osmancik
"12.573,00","461,47","192,90","84,57","0,90","12.893,00","0,55",Osmancik
"12.318,00","442,59","189,56","83,20","0,90","12.495,00","0,65",Osmancik
"12.563,00","457,36","183,51","88,70","0,88","12.877,00","0,59",Osmancik
"12.024,00","432,42","172,91","89,97","0,85","12.323,00","0,63",Osmancik
"12.062,00","432,62","175,90","88,78","0,86","12.318,00","0,62",Osmancik
"11.889,00","428,70","173,63","88,44","0,86","12.113,00","0,61",Osmancik
"12.076,00","443,99","181,71","85,56","0,88","12.329,00","0,65",Osmancik
"12.746,00","446,13","182,34","89,76","0,87","12.993,00","0,81",Osmancik
"10.858,00","412,22","166,96","84,07","0,86","11.171,00","0,79",Osmancik
"11.723,00","427,63","175,98","85,71","0,87","11.916,00","0,80",Osmancik
"11.302,00","418,95","172,09","84,02","0,87","11.501,00","0,62",Osmancik
"11.176,00","418,06","171,32","83,94","0,87","11.387,00","0,80",Osmancik
"8.992,00","377,33","158,28","73,06","0,89","9.105,00","0,59",Osmancik
"11.123,00","426,86","181,08","79,00","0,90","11.362,00","0,76",Osmancik
"8.709,00","383,53","164,19","67,93","0,91","8.873,00","0,77",Osmancik
"10.458,00","396,09","161,55","83,17","0,86","10.642,00","0,70",Osmancik
"9.854,00","397,07","169,15","74,63","0,90","9.992,00","0,72",Osmancik
"10.863,00","411,62","168,27","83,17","0,87","11.057,00","0,70",Osmancik
"12.148,00","440,62","184,95","84,70","0,89","12.328,00","0,63",Osmancik
"11.014,00","411,22","167,13","85,08","0,86","11.185,00","0,70",Osmancik
"10.617,00","425,48","180,50","76,53","0,91","10.911,00","0,77",Osmancik
"11.548,00","433,51","176,98","84,35","0,88","11.821,00","0,69",Osmancik
"12.431,00","437,66","178,19","89,49","0,86","12.657,00","0,74",Osmancik
"9.577,00","403,17","174,98","70,27","0,92","9.769,00","0,63",Osmancik
"12.315,00","444,62","183,18","86,46","0,88","12.523,00","0,61",Osmancik
"12.361,00","443,82","178,17","89,32","0,87","12.581,00","0,78",Osmancik
"11.865,00","426,73","170,87","89,46","0,85","12.085,00","0,64",Osmancik
"10.889,00","409,02","165,92","84,85","0,86","11.123,00","0,80",Osmancik
"10.359,00","409,51","173,34","76,88","0,90","10.510,00","0,57",Osmancik
"11.748,00","433,77","178,34","85,63","0,88","12.053,00","0,65",Osmancik
"10.901,00","410,39","174,70","79,86","0,89","11.038,00","0,83",Osmancik
